,humidity,light,temperature,soil,label
0,66,182.5,28.5,50.0,2
1,68,180.833328,28.5,50.0,0
2,68,178.333328,28.9,50.0,0
3,67,175.0,28.9,50.04136289,2
4,67,150.833328,28.9,50.0,2
5,65,264.166656,28.9,50.390063399999995,2
6,65,45.0,28.9,50.0,1
7,64,44.166664000000004,28.9,49.77880291,1
8,64,43.333332,28.9,49.58103521,1
9,64,44.166664000000004,28.9,49.39285613,1
10,66,41.666664000000004,28.5,49.39285613,1
11,66,38.333332,28.5,49.51117047,1
12,66,39.166664000000004,28.5,49.51117047,1
13,66,35.0,28.5,49.59396936,1
14,67,36.666664000000004,28.5,49.70904968,1
15,67,31.666665999999996,28.5,49.70904968,1
16,67,82.5,28.5,49.98015822,2
17,67,75.83332800000001,28.5,49.50059557,2
18,67,142.5,28.5,49.50059557,2
19,67,119.16666399999998,28.5,49.58848797,2
20,67,95.0,28.5,49.39080431,2
21,67,71.666664,28.5,30.0,2
22,67,50.833332,28.5,49.67981981,1
23,68,35.0,28.5,49.71086027,1
24,68,29.166665999999996,28.5,90.0,1
25,68,19.166666,28.5,49.71086027,1
26,68,13.333332999999998,28.0,49.32682402,0
27,68,9.166666000000001,28.0,49.32682402,0
28,69,8.333333,28.0,49.61741674,0
29,69,7.5,28.0,49.71778806,0
30,70,7.5,28.0,49.42473848,0
31,70,14.166666000000001,28.0,49.37051438,0
32,71,13.333332999999998,28.0,49.53072616,0
33,71,13.333332999999998,28.0,49.38557781,0
34,72,13.333332999999998,28.0,49.38557781,0
35,73,13.333332999999998,27.6,70.0,0
36,73,6.6666669999999995,27.6,49.3954979,0
37,73,9.166666000000001,27.6,49.3954979,0
38,73,10.0,27.6,49.36340505,0
39,73,10.0,27.6,49.36340505,0
40,74,10.0,27.6,49.51315261,0
41,73,10.0,27.6,49.51315261,0
42,73,10.0,27.6,49.17028205,0
43,73,10.0,27.6,50.0,0
44,74,0.0,27.6,50.08460109,0
45,75,0.0,27.6,50.20475719,0
46,75,0.0,27.6,50.01564217,0
