humidity,light,temperature,soil,label
77,0,26.700001,49.58848797,
77,0,26.700001,49.39080431,
77,0,26.700001,30,
77,0,26.700001,50,
77,0,26.700001,50,
77,0,26.700001,50,
77,0,26.700001,50.04136289,
77,0,26.700001,50,
77,0,26.700001,50.3900634,
77,0,26.700001,50,
77,0,26.700001,49.77880291,
77,0,26.700001,49.58103521,
77,0,26.700001,49.39285613,
77,0,26.700001,49.39285613,
77,0,26.700001,49.51117047,
77,0,26.700001,49.51117047,
77,0,26.4,49.59396936,
77,0,26.299999,49.70904968,
77,0,26.200001,49.70904968,
78,0,26.200001,49.98015822,
78,0,26.200001,49.50059557,
79,0,26.200001,49.50059557,
79,0,26.200001,49.58848797,
79,0,26.200001,49.39080431,
79,0,26.200001,30,
79,0,26.200001,50,
79,0,26.200001,50,
79,0,26.200001,50,
78,0,26.200001,50,
78,0,26.200001,50.04136289,
78,0,26.200001,50,
80,4803.333008,33.799999,50.3900634,
46,4820.833008,33.799999,50,
80,5178.333008,34.700001,49.77880291,
65,5169.166504,34.200001,49.58103521,
55,2119.166504,34.700001,49.39285613,
60,2490,30.200001,49.39285613,
53,2410.833252,30.200001,49.51117047,
78,0,26.200001,49.51117047,
78,0,26.200001,49.59396936,
78,0,26.200001,49.70904968,
78,0,26.200001,49.70904968,
78,0,26.200001,49.98015822,
78,0,26.200001,49.50059557,
78,0,26.200001,49.50059557,
78,0,26,49.58848797,
78,0,25.799999,49.39080431,
78,0,25.799999,30,
78,0,25.799999,60,
78,0,25.799999,70.2,
78,0,25.799999,56.4,
78,0,25.799999,70.3,
78,0,25.799999,60.5,
77,0,25.799999,40.2,
78,0,25.799999,56.7,
77,0,25.799999,49.58848797,
78,0,25.799999,49.39080431,
78,0,25.799999,30,
77,0,25.799999,60,
78,0,25.799999,70.2,
77,0,25.799999,56.4,
78,0,25.799999,70.3,
77,0,25.799999,60.5,
77,0,25.799999,40.2,
77,0,25.799999,49.58848797,
77,0,25.4,49.39080431,
77,0,25.299999,30,
77,0,25.299999,60,
77,0,25.299999,70.2,
77,0,25.299999,56.4,
77,0,25.299999,70.3,
77,0,25.299999,60.5,
77,0,25.299999,40.2,
77,0,25.299999,57.54229299,
77,0,25.299999,49.69467689,
77,0,25.299999,46.10845297,
77,0,25.299999,36.44568367,
78,0,25.299999,29.31494266,
78,0,25.299999,50,
78,0,25.299999,50,
78,0,25.299999,50,
78,0,25.299999,50.04136289,
78,0,25.299999,50,
78,0,25,50.3900634,
78,0,24.9,50,
79,0,24.799999,49.77880291,
78,0,24.799999,49.58103521,
78,0,24.799999,49.39285613,
78,0,24.799999,49.39285613,
78,0,24.799999,49.51117047,
78,0,24.799999,49.51117047,
78,0,24.799999,49.59396936,
78,0,24.799999,49.70904968,
79,0,24.799999,49.70904968,
78,0,24.799999,49.98015822,
79,0,24.799999,49.50059557,
79,0,24.799999,49.50059557,
79,0,24.799999,49.58848797,
79,0,24.799999,49.39080431,
79,0,24.799999,30,
79,0,24.799999,50,
79,0,24.799999,50,
79,0,24.799999,50,
79,0,24.799999,50.04136289,
79,0,24.5,50,
79,0,24.5,50.3900634,
79,0,24.5,50,
79,0,24.5,49.77880291,
79,0,24.5,49.58103521,
79,0,24.5,49.39285613,
79,0,24.5,49.39285613,
79,0,24.5,49.51117047,
79,0,24.5,49.51117047,
79,0,24.5,49.59396936,
79,0,24.5,49.70904968,
79,0,24.5,49.70904968,
79,0,24.5,49.98015822,
79,0,24.5,49.50059557,
79,0,24.5,49.50059557,
79,0,24.5,49.58848797,
79,0,24.5,49.39080431,
79,0,24.5,30,
79,0,24.5,50,
79,0,24.5,50,
79,0,24.5,50,
79,0,24.5,50.04136289,
79,0,24.4,50,
79,0,24.1,50.3900634,
79,0,24.1,50,
79,0,24.1,49.77880291,
79,0,24.1,49.58103521,
79,0,24.1,49.39285613,
79,0,24.1,49.39285613,
79,0,24.1,49.51117047,
79,0,24.1,49.51117047,
79,0,24.1,49.59396936,
80,0,24.1,49.70904968,
80,0,24.1,49.70904968,
80,0,24.1,49.98015822,
80,0,24.1,49.50059557,
80,0,24.1,49.50059557,
80,0,24.1,49.58848797,
80,0,24.1,49.39080431,
80,0,24.1,30,
79,0,24.1,50,
79,0,23.799999,50,
79,0,23.799999,50,
80,0,23.799999,50,
79,0,23.799999,50.04136289,
79,0,23.799999,50,
79,0,23.799999,50.3900634,
79,0,23.799999,50,
79,0,23.799999,49.77880291,
79,0,23.799999,49.58103521,
79,0,23.799999,49.39285613,
79,30.833332,23.799999,49.39285613,
79,29.999998,23.799999,49.51117047,
79,30.833332,23.799999,49.51117047,
79,34.166664,23.799999,49.59396936,
79,322.5,23.799999,49.70904968,
79,310,23.799999,49.70904968,
79,327.5,23.799999,49.98015822,
78,348.333313,23.799999,49.50059557,
78,352.5,23.799999,49.50059557,
77,361.666656,24.1,49.58848797,
77,388.333313,23.799999,49.39080431,
77,404.999969,23.4,30,
78,406.666656,23,60,
78,441.666656,23,70.2,
78,439.166656,22.6,56.4,
79,449.999969,22.6,70.3,
79,461.666656,22.6,60.5,
79,460.833313,22.6,40.2,
78,474.999969,22.6,56.7,
78,491.666656,22.6,49.58848797,
78,501.666656,22.6,49.39080431,
78,542.5,22.6,30,
78,524.166626,23,60,
77,540.833313,23,70.2,
77,547.5,23,56.4,
77,570,23,70.3,
77,623.333313,23,60.5,
77,597.5,23,40.2,
76,642.5,23,49.58848797,
77,629.166626,23.4,49.39080431,
76,632.5,23.4,30,
76,678.333313,23,60,
76,679.166626,23.4,70.2,
76,777.499939,23.4,56.4,
75,827.499939,23.4,70.3,
75,794.999939,23.4,60.5,
75,854.999939,23.799999,40.2,
75,1085,23.799999,57.54229299,
74,1646.666626,23.799999,49.69467689,
74,3869.999756,23.799999,46.10845297,
74,4047.499756,23.799999,36.44568367,
73,4206.666504,23.799999,29.31494266,
73,4342.5,23.799999,50,
73,4610,23.799999,50,
73,4865,24.1,50,
72,5044.166504,24.1,50.04136289,
73,4876.666504,24.1,50,
72,4903.333008,24.5,50.3900634,
70,4873.333008,24.799999,50,
61,4835.833008,29.799999,49.77880291,
48,4793.333008,33.299999,49.58103521,
46,4803.333008,33.799999,49.39285613,
46,4820.833008,33.799999,49.39285613,
80,5178.333008,34.700001,49.51117047,
44,5169.166504,34.200001,49.51117047,
44,2119.166504,34.700001,49.59396936,
50,2490,30.200001,49.70904968,
53,2410.833252,30.200001,49.70904968,
52,2350.833252,30.200001,49.98015822,
60,2171.666504,29.799999,49.50059557,
51,1944.166626,30.799999,49.50059557,
80,1833.333252,30.799999,49.58848797,
50,2606.666504,30.799999,49.39080431,
50,3784.166504,30.799999,30,
49,1925.833252,30.799999,50,
46,561.666626,31.299999,50,
48,474.999969,31.299999,50,
47,495.833313,31.299999,50.04136289,
49,462.499969,30.200001,50,
52,485.833313,29.299999,50.3900634,
51,550,29.799999,50,
52,484.166656,29.4,49.77880291,
51,548.333313,29.799999,49.58103521,
51,514.166626,29.299999,49.39285613,
50,507.499969,29.299999,49.39285613,
52,545.833313,29.299999,49.51117047,
51,464.166656,29.299999,49.51117047,
53,427.499969,28.9,49.59396936,
53,453.333313,29,49.70904968,
53,405.833313,28.9,49.70904968,
52,394.999969,29.299999,49.98015822,
53,407.499969,28.9,49.50059557,
52,393.333313,28.9,49.50059557,
53,364.166656,28.5,49.58848797,
53,374.166656,28.9,49.39080431,
54,399.999969,28.9,30,
56,374.166656,28.5,50,
57,387.499969,28.5,50,
57,376.666656,28.5,50,
58,382.5,28.5,50.04136289,
58,353.333313,28.5,50,
57,320.833313,28.5,50.3900634,
56,124.166664,28,50,
57,117.499992,28.5,49.77880291,
57,116.666664,28.5,49.58103521,
58,112.499992,28.5,49.39285613,
59,108.333328,28.5,49.39285613,
59,104.166664,28.5,49.51117047,
60,104.999992,28.5,49.51117047,
61,100.833328,28,49.59396936,
61,95,28.5,49.70904968,
61,94.166664,28.1,49.70904968,
62,95,28,49.98015822,
61,95.833328,28,49.50059557,
61,93.333328,28.5,49.50059557,
64,87.5,27.1,49.58848797,
64,99.166664,27.1,49.39080431,
64,101.666664,27.200001,30,
62,109.166664,27.1,50,
63,106.666664,27.1,50,
63,107.499992,27.200001,50,
64,85.833328,27.6,50,
63,89.166664,27.6,50.04136289,
63,95,27.6,50,
63,90,27.6,50.3900634,
63,91.666664,27.6,50,
63,87.5,27.6,49.77880291,
63,82.5,27.6,49.58103521,
63,78.333328,27.6,49.39285613,
63,72.5,27.6,49.39285613,
63,70,27.6,49.51117047,
63,65,27.6,49.51117047,
63,67.5,27.6,49.59396936,
63,71.666664,27.6,49.70904968,
63,70.833328,27.6,49.70904968,
62,71.666664,27.6,49.98015822,
62,65.833328,27.6,49.50059557,
61,70.833328,28,49.50059557,
62,74.166664,28,49.58848797,
62,74.166664,28,49.39080431,
61,74.166664,28,30,
61,75,28,60,
61,69.166664,28,70.2,
60,72.5,28,56.4,
60,66.666664,28,70.3,
60,60.833332,28,60.5,
60,62.499996,28,40.2,
59,57.499996,28,56.7,
59,56.666664,28,49.58848797,
59,55.833332,28,49.39080431,
59,55.833332,28,30,
60,54.999996,28,60,
59,54.999996,28,70.2,
59,53.333332,28,56.4,
58,52.499996,28,70.3,
58,51.666664,28,60.5,
58,50.833332,28,40.2,
58,50.833332,28,49.58848797,
58,54.166664,28,49.39080431,
58,57.499996,28,30,
58,59.166664,28.1,60,
60,56.666664,28.5,70.2,
60,54.999996,28.5,56.4,
59,50.833332,28.5,70.3,
60,49.999996,28.1,60.5,
60,47.5,28.5,40.2,
60,42.5,28.1,57.54229299,
60,40,28.5,49.69467689,
60,40.833332,28.5,46.10845297,
61,43.333332,28.5,36.44568367,
60,43.333332,28.5,29.31494266,
60,41.666664,28.5,50,
59,41.666664,28.1,50,
59,39.166664,28,50,
60,38.333332,28,50.04136289,
60,37.5,28,50,
60,34.166664,28,50.3900634,
60,439.166656,28.1,50,
60,461.666656,28,49.77880291,
60,494.999969,28.1,49.58103521,
60,479.166656,28,49.39285613,
60,452.499969,28,49.39285613,
60,473.333313,28,49.51117047,
61,509.166656,28,49.51117047,
61,512.5,28,49.59396936,
60,529.166626,28,49.70904968,
60,555.833313,28,49.70904968,
59,524.166626,28,49.98015822,
60,499.999969,28,49.50059557,
61,497.499969,28,49.50059557,
74,489.999969,24.799999,49.58848797,
74,452.499969,24.799999,49.39080431,
73,440.833313,24.799999,30,
73,394.999969,24.799999,50,
73,374.166656,24.799999,50,
73,365.833313,25.299999,50,
73,343.333313,25.299999,50.04136289,
73,347.5,25.299999,50,
73,312.5,25.299999,50.3900634,
73,332.5,25.299999,50,
73,335.833313,25.299999,49.77880291,
73,321.666656,25.799999,49.58103521,
73,292.5,25.799999,49.39285613,
73,315,25.799999,49.39285613,
73,311.666656,25.799999,49.51117047,
73,335.833313,25.799999,49.51117047,
73,337.5,25.799999,49.59396936,
73,288.333313,25.799999,49.70904968,
73,245.833328,25.799999,49.70904968,
73,240.833328,26.200001,49.98015822,
73,301.666656,26.200001,49.50059557,
73,347.5,26.200001,49.50059557,
72,335.833313,26.200001,49.58848797,
72,321.666656,26.200001,49.39080431,
73,249.999985,26.200001,30,
73,279.166656,26.200001,50,
72,345.833313,26.200001,50,
72,340.833313,26.200001,50,
73,326.666656,26.700001,50.04136289,
73,299.166656,26.700001,50,
72,318.333313,26.700001,50.3900634,
72,698.333313,26.700001,50,
73,595,26.700001,49.77880291,
72,540,26.700001,49.58103521,
73,642.5,26.700001,49.39285613,
73,556.666626,26.700001,49.39285613,
73,557.5,27.1,49.51117047,
73,600.833313,27.1,49.51117047,
73,548.333313,27.1,49.59396936,
73,355.833313,27.1,49.70904968,
73,464.999969,27.1,49.70904968,
73,434.166656,27.1,49.98015822,
72,265.833313,27.1,49.50059557,
73,238.333328,27.1,49.50059557,
73,204.999985,27.6,49.58848797,
73,204.999985,27.6,49.39080431,
72,214.999985,27.6,30,
72,281.666656,27.6,50,
72,384.999969,27.6,50,
72,296.666656,27.6,50,
72,392.499969,27.6,50,
72,506.666656,27.6,50.04136289,
72,462.499969,27.6,50,
72,350.833313,27.6,50.3900634,
72,306.666656,27.6,50,
72,163.333328,27.6,49.77880291,
72,172.5,27.6,49.58103521,
72,167.5,27.6,49.39285613,
72,167.5,27.6,49.39285613,
72,430.833313,27.6,49.51117047,
72,296.666656,27.6,49.51117047,
72,185.833328,27.6,49.59396936,
72,168.333328,27.6,49.70904968,
71,194.999985,28,49.70904968,
71,142.5,28,49.98015822,
71,117.499992,28,49.50059557,
71,122.499992,28,49.50059557,
71,108.333328,28,49.58848797,
71,124.999992,28,49.39080431,
70,249.999985,28,30,
71,273.333313,28,60,
71,150,28,70.2,
70,95.833328,28,56.4,
70,189.166656,28,70.3,
70,97.499992,28,60.5,
70,194.999985,28,40.2,
70,134.166656,28,56.7,
70,228.333328,28,49.58848797,
70,221.666656,28,49.39080431,
70,162.5,28,30,
70,164.166656,28,60,
70,112.499992,28,70.2,
70,4447.5,28,56.4,
70,2143.333252,28,70.3,
70,24236.66602,28,60.5,
70,2590,28,40.2,
70,1364.166626,28,49.58848797,
70,1146.666626,28,49.39080431,
70,1199.166626,28,30,
70,1068.333252,28,60,
69,1065,28,70.2,
69,1096.666626,28,56.4,
69,1085,28,70.3,
69,994.166626,28,60.5,
69,966.666626,28,40.2,
70,1046.666626,25.799999,57.54229299,
70,974.999939,25.799999,49.69467689,
69,903.333313,26.200001,46.10845297,
69,963.333313,26.200001,36.44568367,
69,864.166626,26.200001,29.31494266,
69,820.833313,26.700001,50,
69,809.166626,26.700001,50,
69,742.5,26.700001,50,
69,727.5,26.700001,50.04136289,
69,715,26.700001,50,
69,678.333313,26.700001,50.3900634,
69,652.5,27.1,50,
69,619.166626,27.1,49.77880291,
68,594.166626,27.1,49.58103521,
67,530,27.1,49.39285613,
67,481.666656,27.1,49.39285613,
67,458.333313,27.1,49.51117047,
67,423.333313,27.1,49.51117047,
67,412.499969,27.1,49.59396936,
67,404.999969,27.6,49.70904968,
67,403.333313,27.6,49.70904968,
67,429.166656,27.6,49.98015822,
67,431.666656,27.6,49.50059557,
68,469.166656,27.6,49.50059557,
68,454.999969,27.6,49.58848797,
67,449.999969,27.6,49.39080431,
67,448.333313,27.6,30,
67,447.499969,27.6,50,
67,427.499969,27.6,50,
67,412.499969,27.6,50,
66,422.499969,27.6,50.04136289,
66,427.499969,27.6,50,
66,431.666656,27.6,50.3900634,
65,417.499969,28,50,
65,415.833313,28,49.77880291,
65,409.999969,28,49.58103521,
65,384.166656,28,49.39285613,
65,356.666656,28,49.39285613,
64,320.833313,28,49.51117047,
65,318.333313,28,49.51117047,
64,304.166656,28,49.59396936,
64,325,28,49.70904968,
64,346.666656,28.1,49.70904968,
64,318.333313,28.1,49.98015822,
65,343.333313,28.5,49.50059557,
64,330,28.5,49.50059557,
64,324.166656,28.5,49.58848797,
64,330.833313,28.5,49.39080431,
64,329.166656,28.5,30,
64,308.333313,28.5,50,
64,285,28.5,50,
64,269.166656,28.5,50,
64,260,28.5,50.04136289,
63,199.999985,28.5,50,
63,188.333328,28.5,50.3900634,
63,171.666656,28.5,50,
63,183.333328,28.9,49.77880291,
63,173.333328,28.9,49.58103521,
63,199.166656,28.9,49.39285613,
63,217.499985,28.9,49.39285613,
63,226.666656,28.9,49.51117047,
63,229.999985,28.9,49.51117047,
62,238.333328,28.9,49.59396936,
62,219.999985,28.9,49.70904968,
62,203.333328,28.9,49.70904968,
63,187.5,28.9,49.98015822,
62,155,28.9,49.50059557,
63,130,28.9,49.50059557,
62,131.666656,28.9,49.58848797,
62,193.333328,28.9,49.39080431,
62,160,28.9,30,
62,126.666664,28.9,50,
62,144.166656,28.9,50,
62,150.833328,28.9,50,
62,135,28.9,50,
61,113.333328,28.9,50.04136289,
62,114.999992,28.9,50,
62,123.333328,28.9,50.3900634,
62,132.5,29.299999,50,
62,162.5,28.9,49.77880291,
62,241.666656,29.299999,49.58103521,
62,93.333328,29.299999,49.39285613,
62,92.5,29.299999,49.39285613,
61,82.5,29.299999,49.51117047,
61,86.666664,28.9,49.51117047,
61,8.333333,29,49.59396936,
61,8.333333,29.299999,49.70904968,
61,344.166656,29.299999,49.70904968,
62,323.333313,29.299999,49.98015822,
62,320,29.299999,49.50059557,
62,293.333313,29.299999,49.50059557,
62,290.833313,29.299999,49.58848797,
62,268.333313,29,49.39080431,
62,275.833313,29.299999,30,
64,280,29,60,
64,260.833313,29.1,70.2,
64,260.833313,29,56.4,
64,253.333328,28.9,70.3,
71,109.999992,28,60.5,
71,555,28,40.2,
71,23.333332,27.6,56.7,
71,22.5,27.6,49.58848797,
71,23.333332,27.6,49.39080431,
70,32.5,28,30,
69,28.333332,28,60,
69,25.833332,28,70.2,
69,48.333332,28,56.4,
69,29.999998,28,70.3,
80,20.833332,28,60.5,
