,humidity,light,temperature,soil,label
812,59,40.0,30.0,79.0,2
264,77,0.0,26.700001,50.0,0
383,79,0.0,24.5,50.0,0
317,78,0.0,25.799999,30.0,0
6,65,45.0,28.9,50.0,1
540,62,71.666664,27.6,49.98015822,0
85,76,0.0,26.200001,50.05726369,0
745,63,171.66665600000002,28.5,50.0,2
588,61,509.16665599999993,28.0,49.51117047,0
995,72,1479.0,22.0,35.0,2
406,79,0.0,23.799999,50.0,0
455,74,4047.499756,23.799999,36.44568367,0
772,62,92.5,29.299999,49.39285613,2
495,52,394.999969,29.299999,49.98015822,2
35,73,13.333332999999998,27.6,70.0,0
61,74,0.0,27.1,50.05426143,0
464,61,4835.833008,29.799999,49.77880291,3
541,62,65.83332800000001,27.6,49.50059557,0
448,76,777.4999389999999,23.4,56.4,0
334,77,0.0,25.299999,49.69467689,0
168,69,747.5,27.1,48.62833402,1
876,53,64.0,24.0,42.0,3
887,64,94.0,28.0,70.0,2
806,56,5.0,27.0,55.0,3
610,73,335.833313,25.799999,49.51117047,0
577,59,41.666664000000004,28.1,50.0,1
460,72,5044.166504,24.1,50.04136289,0
7,64,44.166664000000004,28.9,49.77880291,1
784,64,280.0,29.0,60.0,2
814,50,103.0,21.0,43.0,3
409,79,0.0,23.799999,50.0,0
106,77,0.0,25.799999,50.5477155,0
211,69,484.16665599999993,28.0,48.35769989,1
258,76,0.0,26.700001,49.50059557,0
862,59,2695.0,24.0,77.0,2
903,56,502.0,32.0,53.0,1
