2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,360.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
