2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
2022-01-28,80.0
