2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,120.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
2022-01-26,80.0
