2022-02-04,200.0
2022-02-04,200.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,80.0
2022-02-04,200.0
2022-02-04,200.0
2022-02-04,200.0
2022-02-04,200.0
2022-02-04,200.0
2022-02-04,480.0
2022-02-04,200.0
2022-02-04,200.0
2022-02-04,200.0
2022-02-04,360.0
