2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,80.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,360.0
2022-02-03,360.0
2022-02-03,360.0
2022-02-03,360.0
2022-02-03,360.0
2022-02-03,360.0
2022-02-03,360.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
2022-02-03,200.0
