2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,720.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,480.0
2022-01-27,480.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
2022-01-27,80.0
